Loyalty Number,Year,Month,Flights Booked,Flights with Companions,Total Flights,Distance,Points Accumulated,Points Redeemed,Dollar Cost Points Redeemed,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Date
214020,2017,1,4,1,5,2080,208.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,79258,Married,Star,5140.11,Standard,2018-12-01
214095,2017,1,5,4,9,1809,180.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,98620,Single,Star,2544.97,2018 Promotion,2018-04-01
214322,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,89435,Divorced,Star,2619.34,Standard,2017-08-01
214354,2017,1,8,5,13,3380,338.0,0,0,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,54286,Married,Star,8072.75,Standard,2014-03-01
214504,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,75856,Married,Star,2690.48,Standard,2013-12-01
214605,2017,1,0,0,0,0,0.0,0,0,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,74713,Married,Star,2570.16,Standard,2015-12-01
214639,2017,1,1,0,1,1439,143.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,54846,Married,Nova,3677.91,Standard,2016-08-01
214661,2017,1,12,0,12,2688,268.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,79258,Divorced,Nova,12285.05,Standard,2016-03-01
214878,2017,1,8,4,12,2040,204.0,0,0,Canada,Ontario,Ottawa,K1G 4Z0,Female,College,79258,Single,Star,8715.95,Standard,2012-08-01
214995,2017,1,2,2,4,1012,101.0,0,0,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,59621,Married,Nova,5258.25,Standard,2013-01-01
215051,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,85887,Divorced,Nova,4822.44,Standard,2017-11-01
215089,2017,1,0,0,0,0,0.0,0,0,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,58831,Single,Nova,3837.49,Standard,2013-08-01
215257,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,53061,Married,Star,5246.28,Standard,2015-01-01
215260,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,76533,Married,Nova,5331.74,Standard,2017-09-01
215294,2017,1,0,0,0,0,0.0,0,0,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,97030,Divorced,Star,5757.44,Standard,2013-12-01
215314,2017,1,0,0,0,0,0.0,0,0,Canada,Alberta,Edmonton,T3G 6Y6,Female,College,79258,Single,Aurora,6277.01,Standard,2016-01-01
215508,2017,1,6,0,6,1458,145.0,0,0,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,86590,Single,Nova,4819.18,Standard,2015-09-01
392774,2018,10,6,3,9,3591,359.0,353,29,Canada,Alberta,Edmonton,T9G 1W3,Female,College,79258,Married,Aurora,5357.19,Standard,2015-01-01
215626,2017,1,1,0,1,2004,200.0,0,0,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,College,79258,Married,Star,2325.26,Standard,2012-05-01
215639,2017,1,0,0,0,0,0.0,0,0,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,73628,Married,Nova,9551.17,Standard,2018-01-01
215651,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P1W 1K4,Female,College,79258,Single,Star,3467.32,Standard,2017-07-01
215719,2017,1,0,0,0,0,0.0,0,0,Canada,Alberta,Banff,T4V 1D4,Male,Master,111948,Married,Star,5926.73,Standard,2018-05-01
215751,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Doctor,100861,Married,Nova,3460.67,Standard,2016-02-01
215840,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,79258,Divorced,Star,2392.13,Standard,2013-01-01
215869,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,74819,Divorced,Nova,5812.0,Standard,2015-08-01
215955,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Female,College,79258,Single,Aurora,8083.54,Standard,2017-11-01
216040,2017,1,4,0,4,1964,196.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,79258,Married,Aurora,9085.2,Standard,2015-02-01
216072,2017,1,0,0,0,0,0.0,0,0,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,100113,Married,Star,11430.59,Standard,2018-08-01
216095,2017,1,4,0,4,1416,141.0,0,0,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,64064,Divorced,Star,15865.17,2018 Promotion,2018-03-01
216109,2017,1,7,0,7,2170,217.0,0,0,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,96390,Married,Nova,5948.99,Standard,2013-04-01
216139,2017,1,5,0,5,2525,252.0,0,0,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,98586,Divorced,Aurora,10883.79,Standard,2014-03-01
216269,2017,1,8,4,12,2208,220.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Female,Doctor,50363,Single,Nova,3495.89,Standard,2012-12-01
216359,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Male,High School or Below,40119,Divorced,Nova,13523.13,Standard,2018-08-01
216445,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Male,Master,111948,Married,Aurora,5926.73,Standard,2018-12-01
216467,2017,1,0,0,0,0,0.0,0,0,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Doctor,90995,Married,Star,4083.56,Standard,2014-07-01
216487,2017,1,2,2,4,2268,226.0,0,0,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,95289,Single,Star,2518.11,Standard,2016-06-01
216500,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M2M 7K8,Female,College,79258,Married,Aurora,5341.44,Standard,2012-08-01
216517,2017,1,1,1,2,1422,142.0,0,0,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,94365,Married,Aurora,8405.75,Standard,2013-07-01
216573,2017,1,11,1,12,828,82.0,0,0,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,49458,Married,Nova,4724.79,Standard,2013-01-01
216596,2017,1,1,1,2,1546,154.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,54175,Divorced,Nova,2862.18,2018 Promotion,2018-02-01
216658,2017,1,11,0,11,2750,275.0,0,0,Canada,Ontario,London,M5B 3E4,Female,Bachelor,87117,Divorced,Star,2442.2,Standard,2016-03-01
216661,2017,1,5,0,5,475,47.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,40125,Single,Nova,5647.15,2018 Promotion,2018-04-01
216666,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,79258,Single,Aurora,20370.77,Standard,2013-01-01
216683,2017,1,11,0,11,2200,220.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Female,College,79258,Single,Star,9295.41,Standard,2016-09-01
216719,2017,1,0,0,0,0,0.0,0,0,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,61041,Divorced,Star,7492.06,Standard,2016-09-01
216725,2017,1,1,0,1,807,80.0,0,0,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,62259,Married,Star,3746.75,Standard,2016-03-01
216762,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Female,High School or Below,78716,Married,Star,2575.32,Standard,2014-04-01
216937,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,83339,Married,Star,5372.35,Standard,2012-07-01
693196,2018,7,9,5,14,5264,526.0,484,39,Canada,Quebec,Montreal,H2T 9K8,Male,College,79258,Divorced,Star,4407.77,Standard,2017-04-01
217051,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Hull,J8Y 3Z5,Female,College,79258,Single,Star,6893.17,Standard,2014-06-01
217054,2017,1,6,0,6,2166,216.0,0,0,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,74917,Married,Star,44795.47,Standard,2014-12-01
217124,2017,1,8,0,8,3160,316.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,90620,Married,Star,13178.43,Standard,2013-02-01
217204,2017,1,6,0,6,1494,149.0,0,0,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,74046,Divorced,Star,5418.15,Standard,2017-05-01
217235,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,83830,Married,Star,9212.61,Standard,2013-04-01
217284,2017,1,0,0,0,0,0.0,0,0,Canada,Alberta,Edmonton,T3G 6Y6,Female,Doctor,241906,Divorced,Star,4815.01,Standard,2015-05-01
217364,2017,1,8,2,10,1430,143.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,23136,Single,Star,2347.05,2018 Promotion,2018-04-01
217497,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,72359,Married,Nova,7605.64,Standard,2015-11-01
217616,2017,1,0,0,0,0,0.0,0,0,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,95606,Married,Aurora,5160.25,Standard,2018-07-01
217695,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Male,Master,114551,Single,Star,4334.06,Standard,2013-09-01
217754,2017,1,3,0,3,2250,225.0,0,0,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,102400,Single,Star,3887.32,Standard,2015-06-01
217772,2017,1,0,0,0,0,0.0,0,0,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,61578,Divorced,Nova,11692.01,Standard,2017-09-01
217792,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,74413,Married,Star,4686.47,Standard,2014-09-01
217802,2017,1,5,5,10,3340,334.0,0,0,Canada,Quebec,Quebec City,G1B 3L5,Male,College,79258,Single,Star,3747.06,Standard,2012-11-01
217862,2017,1,5,4,9,702,70.0,0,0,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,98604,Married,Star,8563.97,Standard,2016-09-01
218122,2017,1,11,3,14,3388,338.0,0,0,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,55617,Married,Nova,5583.83,Standard,2013-10-01
218241,2017,1,10,3,13,2639,263.0,0,0,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,79192,Married,Star,18073.94,Standard,2013-06-01
218277,2017,1,9,0,9,1107,110.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Male,High School or Below,71344,Divorced,Nova,3449.49,Standard,2016-05-01
218278,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,16853,Married,Nova,35227.3,2018 Promotion,2018-02-01
218311,2017,1,11,0,11,2024,202.0,0,0,Canada,Ontario,Toronto,P1W 1K4,Female,College,79258,Single,Star,4151.67,Standard,2016-11-01
218362,2017,1,10,6,16,1152,115.0,0,0,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,81810,Married,Aurora,5553.3,Standard,2016-09-01
218373,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,79258,Married,Star,2681.33,Standard,2014-02-01
218383,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,58713,Single,Nova,3757.8,Standard,2012-06-01
218425,2017,1,11,0,11,3091,309.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,79258,Single,Star,4422.41,Standard,2013-12-01
218529,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 2J6,Male,College,79258,Single,Star,4727.35,Standard,2017-02-01
218538,2017,1,0,0,0,0,0.0,0,0,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,46607,Married,Nova,34611.38,Standard,2017-07-01
218545,2017,1,3,3,6,1242,124.0,0,0,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,68372,Married,Nova,5564.74,Standard,2014-08-01
218601,2017,1,9,0,9,2340,234.0,0,0,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,78488,Single,Star,10089.79,Standard,2015-08-01
218757,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,90046,Single,Star,2551.31,Standard,2017-12-01
218917,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H4G 3T4,Male,College,79258,Divorced,Aurora,14635.45,Standard,2017-01-01
853603,2017,1,4,4,8,2984,298.0,301,25,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,61302,Divorced,Star,2876.82,Standard,2014-02-01
219139,2017,1,1,0,1,916,91.0,0,0,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,76778,Single,Aurora,58166.55,Standard,2016-03-01
219160,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,62780,Married,Aurora,17732.46,Standard,2012-12-01
219413,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,47673,Married,Star,4723.82,Standard,2017-04-01
219431,2017,1,10,3,13,2899,289.0,0,0,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,79258,Divorced,Star,3982.27,2018 Promotion,2018-02-01
219555,2017,1,0,0,0,0,0.0,0,0,Canada,Saskatchewan,Regina,S1J 3C5,Male,Master,100817,Married,Aurora,16301.97,Standard,2012-06-01
219646,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,48980,Married,Nova,2974.31,Standard,2012-11-01
219714,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Female,College,79258,Single,Nova,3539.97,Standard,2016-05-01
219747,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,79258,Single,Nova,9955.49,Standard,2015-05-01
219779,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,48770,Married,Aurora,22563.62,Standard,2013-01-01
219806,2017,1,0,0,0,0,0.0,0,0,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,67052,Divorced,Star,9101.52,Standard,2016-01-01
219984,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H4G 3T4,Female,College,79258,Divorced,Star,32437.05,2018 Promotion,2018-03-01
220131,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,74587,Married,Star,10364.35,2018 Promotion,2018-02-01
220139,2017,1,0,0,0,0,0.0,0,0,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,71321,Married,Nova,15182.28,Standard,2015-01-01
220244,2017,1,3,0,3,2652,265.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,79258,Single,Nova,4446.74,Standard,2014-07-01
220315,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P2T 6G3,Female,College,79258,Single,Star,4813.28,Standard,2018-05-01
220358,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,78114,Married,Aurora,5126.04,Standard,2017-04-01
220538,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,48042,Divorced,Star,2548.39,Standard,2017-12-01
220564,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M1R 4K3,Male,Master,94440,Divorced,Star,4458.11,Standard,2014-06-01
220601,2017,1,0,0,0,0,0.0,0,0,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,92301,Single,Star,4692.05,Standard,2013-07-01
220616,2017,1,7,5,12,1716,171.0,0,0,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,63359,Married,Nova,3483.63,Standard,2016-05-01
220794,2017,1,0,0,0,0,0.0,0,0,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,50254,Married,Aurora,13248.64,Standard,2015-07-01
354438,2018,10,5,4,9,3330,333.0,328,27,Canada,Quebec,Montreal,H2T 2J6,Male,College,79258,Married,Star,4167.09,Standard,2018-09-01
220806,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2Y 4R4,Female,College,79258,Single,Nova,3823.85,Standard,2015-01-01
220808,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,62932,Divorced,Star,4358.76,2018 Promotion,2018-02-01
220822,2017,1,7,3,10,3290,329.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Male,College,79258,Married,Nova,21423.64,Standard,2013-03-01
220892,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,79023,Single,Nova,16172.94,Standard,2016-05-01
221014,2017,1,0,0,0,0,0.0,0,0,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,100214,Married,Aurora,5266.42,Standard,2018-08-01
221075,2017,1,3,3,6,978,97.0,0,0,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,65206,Single,Nova,7713.49,Standard,2015-01-01
221204,2017,1,13,5,18,3546,354.0,0,0,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Doctor,269847,Married,Star,6969.88,Standard,2013-10-01
221205,2017,1,11,3,14,3290,329.0,0,0,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,59188,Married,Star,25169.19,Standard,2016-01-01
221287,2017,1,1,0,1,1463,146.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,47291,Single,Aurora,6277.84,Standard,2016-05-01
221328,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,86738,Divorced,Star,3571.83,Standard,2013-05-01
221345,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,46905,Married,Star,7785.67,Standard,2015-07-01
221361,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2Y 2W2,Male,High School or Below,42867,Married,Aurora,13118.74,Standard,2013-07-01
221388,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Sudbury,M5V 1G5,Male,College,79258,Married,Star,4531.37,Standard,2013-07-01
221446,2017,1,4,4,8,976,97.0,0,0,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,63965,Married,Nova,9429.63,Standard,2013-09-01
221469,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,70482,Married,Nova,8679.84,Standard,2013-09-01
221595,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,56883,Divorced,Nova,8834.32,Standard,2018-06-01
221627,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,88626,Divorced,Nova,8370.4,Standard,2015-09-01
221643,2017,1,7,6,13,2561,256.0,0,0,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,61504,Married,Star,8314.31,Standard,2013-05-01
221709,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,54009,Single,Aurora,15245.25,2018 Promotion,2018-03-01
221721,2017,1,9,0,9,3366,336.0,0,0,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,58025,Divorced,Nova,12265.6,Standard,2012-05-01
221775,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P5S 6R4,Male,College,79258,Married,Aurora,11293.98,Standard,2014-08-01
221813,2017,1,9,1,10,1750,175.0,0,0,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,84747,Married,Nova,2906.3,2018 Promotion,2018-03-01
221862,2017,1,6,6,12,1644,164.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,63348,Married,Star,2732.61,Standard,2016-12-01
221993,2017,1,0,0,0,0,0.0,0,0,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,83570,Married,Star,9416.91,Standard,2017-07-01
222050,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Female,Master,122233,Single,Nova,4650.06,2018 Promotion,2018-04-01
222065,2017,1,12,0,12,1608,160.0,0,0,Canada,New Brunswick,Moncton,E1A 2A7,Male,Doctor,85511,Married,Nova,8079.83,Standard,2013-06-01
222102,2017,1,4,0,4,1212,121.0,0,0,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,73236,Married,Aurora,10330.44,Standard,2012-10-01
222278,2017,1,8,0,8,568,56.0,0,0,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,46831,Married,Star,6047.03,Standard,2012-05-01
222280,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2Y 4R4,Female,College,79258,Divorced,Aurora,6466.3,2018 Promotion,2018-04-01
222425,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,56648,Married,Nova,7221.15,Standard,2015-11-01
222453,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,70485,Married,Aurora,5438.7,Standard,2016-03-01
856406,2018,12,6,5,11,4092,409.0,389,32,Canada,British Columbia,Vancouver,V6E 3Z3,Male,High School or Below,53149,Married,Nova,2744.17,Standard,2018-01-01
222644,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,80002,Married,Aurora,10861.52,2018 Promotion,2018-03-01
222743,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P2T 6G3,Male,Master,126075,Divorced,Star,22647.22,Standard,2012-12-01
222748,2017,1,3,0,3,1224,122.0,0,0,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,56384,Married,Star,2674.23,Standard,2014-05-01
222874,2017,1,1,1,2,1820,182.0,0,0,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Doctor,250253,Divorced,Nova,8509.85,Standard,2014-09-01
222929,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,67377,Single,Star,2444.9,Standard,2015-07-01
222960,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,91792,Married,Aurora,5207.99,Standard,2015-07-01
223018,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,97030,Divorced,Star,5757.44,Standard,2018-11-01
223081,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,54301,Divorced,Aurora,9915.9,Standard,2013-08-01
223238,2017,1,0,0,0,0,0.0,0,0,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,69822,Single,Nova,3517.39,Standard,2014-07-01
223313,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,79258,Single,Aurora,9015.92,Standard,2017-12-01
223354,2017,1,10,0,10,680,68.0,0,0,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,81110,Married,Aurora,5405.52,Standard,2016-01-01
223380,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Male,College,79258,Single,Aurora,7700.62,Standard,2018-11-01
223534,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,59377,Married,Star,13094.2,Standard,2013-07-01
223587,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,100167,Married,Star,4013.96,Standard,2017-08-01
223632,2017,1,3,1,4,1408,140.0,0,0,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,52704,Married,Nova,7891.58,Standard,2013-10-01
223638,2017,1,0,0,0,0,0.0,0,0,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,55360,Married,Aurora,7724.84,Standard,2018-12-01
223643,2017,1,0,0,0,0,0.0,0,0,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,79258,Single,Nova,5553.36,Standard,2018-07-01
223684,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,74964,Married,Star,4362.93,Standard,2018-07-01
223946,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,91978,Divorced,Aurora,4942.87,Standard,2015-07-01
223958,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,78993,Married,Star,3435.25,Standard,2017-05-01
224000,2017,1,1,0,1,1179,117.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,61899,Divorced,Nova,2938.08,Standard,2016-02-01
224130,2017,1,4,0,4,828,82.0,0,0,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,74028,Divorced,Star,2592.93,Standard,2012-07-01
224132,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,59331,Married,Nova,4171.19,Standard,2015-11-01
224178,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Ottawa,K1F 2R2,Male,College,79258,Married,Aurora,32777.3,Standard,2012-11-01
661050,2017,11,5,4,9,3168,316.0,312,25,Canada,Ontario,Toronto,P1L 8X8,Male,College,79258,Single,Star,2369.44,Standard,2013-03-01
224384,2017,1,5,0,5,2240,224.0,0,0,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,97789,Married,Star,4528.74,Standard,2013-04-01
224402,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,63634,Married,Star,4878.95,Standard,2016-10-01
224530,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,61275,Married,Star,3208.92,Standard,2018-12-01
224607,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,55360,Married,Aurora,7724.84,Standard,2018-11-01
224661,2017,1,9,5,14,1554,155.0,0,0,Canada,Quebec,Montreal,H2Y 2W2,Male,College,79258,Single,Aurora,7444.94,Standard,2015-11-01
224664,2017,1,4,0,4,1040,104.0,0,0,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,94534,Married,Nova,3113.34,Standard,2013-09-01
224666,2017,1,0,0,0,0,0.0,0,0,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,75238,Married,Star,5061.18,Standard,2017-10-01
224676,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,58936,Married,Aurora,5682.52,Standard,2012-08-01
224691,2017,1,1,1,2,1308,130.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Female,College,79258,Single,Aurora,7343.35,Standard,2016-05-01
224740,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,103005,Married,Nova,3459.04,Standard,2012-09-01
